ID	latinname	Author	TrueLatinName	Notes	PullOut
2830	Chrysanthemum vulgare	(L.)Bernh.	Tanacetum vulgare		0
2831	Chrysanthemum x morifolium	Ramat.	Dendranthema x grandiflorum		0
2832	Chrysocephalum apiculatum	(Labill.)Steetz.	Helichrysum apiculatum		0
2833	Chrysolepis chrysophylla	(Douglas. ex Hook.)Hjelmq.			0
2834	Chrysolepis sempervirens	(Kellogg)Hjelmq.			0
2835	Chrysoma parishii	Greene..	Ericameria parishii		0
2836	Chrysosplenium alternifolium	L.			0
2837	Chrysosplenium americanum	Schwein.			0
2838	Chrysosplenium carnosum	Hook.f. & Thom.			0
2839	Chrysosplenium oppositifolium	L.			0
2840	Chrysothamnus graveolens	(Nutt.)Greene.			0
2841	Chrysothamnus nauseosus	(Pall. ex Pursh.)Britton.			0
2842	Chrysothamnus nauseosus graveolens	(Nutt.)Piper.	Chrysothamnus graveolens		0
2843	Chrysothamnus viscidiflorus	(Hook.)Nutt.			0
2844	Chusquea andina	Phil.	Chusquea culeou		0
2845	Chusquea breviglumis	hort.	Chusquea culeou		0
2846	Chusquea culeou	E.Desv.			0
2847	Chusquea quila	(Poir.)Kunth.			0
2848	Cibotium assamicum	0	Cibotium barometz		0
2849	Cibotium barometz	(L.)J.Sm.			0
2850	Cicer arietinum	L.			0
2851	Cicer jacquemontii	Jaub.&Spach.	Cicer microphyllum		0
2852	Cicer lens	Willd.	Lens culinaris		0
2853	Cicer microphyllum	Benth.			0
2854	Cicer soongaricum	Steph.	Cicer microphyllum		0
2855	Cicerbita alpina	(L.)Waller.			0
2856	Cichorium endiva	L.			0
2857	Cichorium intybus	L.			0
2858	Cichorium spinosum	L.			0
2859	Cyclospermum leptophyllum	(Pers.)Sprague.			0
2860	Cicuta virosa	L.			0
2861	Cimicifuga dahurica	(Turcz. ex Fisch.&C.A.Mey.)Maxim.			0
2862	Cimicifuga foetida	L.			0
2863	Cimicifuga foetida intermedia	Regel.	Cimicifuga simplex		0
2864	Cimicifuga heracleifolia	Komar.			0
2865	Cimicifuga racemosa	(L.)Nutt.			0
2866	Cimicifuga simplex	(DC.)Wormsk. ex Turcz.			0
2867	Cineraria maritima	(L.)L.	Senecio cineraria		0
2868	Cineraria repanda	0	Brachyglottis repanda		0
2869	Cinna latifolia	(Trevir.)Griseb.			0
2870	Cinnamomum camphora	(L.)J.Presl.			0
2871	Circaea lutetiana	L.			0
2872	Cirsium acaulon	(L.)Scop.			0
2873	Cirsium amplexifolium	(Nakai.)Kitam.			0
2874	Cirsium arvense	(L.)Scop.			0
2875	Cirsium boreale	Kitam.	Cirsium kamtschaticum		0
2876	Cirsium brevicaule	A.Gray.			0
2877	Cirsium brevistylum	Cronq.			0
2878	Cirsium buergeri	Miq.			0
2879	Cirsium chinense	Gard.&Champ.			0
2880	Cirsium coreanum	Dunn.			0
2881	Cirsium dipsacolepis	(Maxim.)Matsum.			0
2882	Cirsium drummondii	Torr.&A.Gray.	Cirsium foliosum		0
2883	Cirsium eatoni	(Gray.)Robinson.			0
2884	Cirsium edule	Nutt.			0
2885	Cirsium eriophorum	(L.)Scop.			0
2886	Cirsium foliosum	(Hook.)DC.			0
2887	Salix matsudana	Koidz.			0
2888	Cirsium hookerianum	Nutt.			0
2889	Cirsium involucratum	DC.	Cirsium verutum		0
2890	Cirsium japonicum	DC.			0
2891	Cirsium japonicum ussuriense	(Regel.)Kitam.	Cirsium maackii		0
2892	Cirsium kamtschaticum	Ledeb.			0
2893	Cirsium lanceolatum	non Hill.	Cirsium vulgare		0
2894	Cirsium laushanense	Yabe.	Cirsium chinense		0
2895	Cirsium lepskyle	Petral.			0
2896	Cirsium lineare	(Thunb.)Sch.Bip.			0
2897	Cirsium maackii	Maxim.			0
2898	Cirsium maritimum	Makino.			0
2899	Cirsium nipponicum	(Maxim.)Makino.			0
2900	Cirsium occidentale	(Nutt.)Jeps.			0
2901	Cirsium ochrocentrum	A.Gray.			0
2902	Cirsium oleraceum	(L.)Scop.			0
2903	Cirsium pallidum	Wooton.&Standl.			0
2904	Cirsium palustre	(L.)Scop.			0
2905	Cirsium pectinellum	A.Gray.			0
2906	Cirsium pendulum	Fisch.			0
2907	Cirsium purpuratum	(Maxim.)Matsuma.			0
2908	Cirsium schantarense	Trautv.&C.A.Mey.			0
2909	Cirsium scopulorum	(Greene.)Cockerell.			0
2910	Cirsium segetum	Bunge.	Cirsium setosum		0
2911	Cirsium serratuloides	(L.)Hill.			0
2912	Cirsium sieboldii	Miq.			0
2913	Cirsium spicatum	(Maxim.)Mitsuma.			0
2914	Cirsium spinosum	Kitam.			0
2915	Cirsium suffultum	(Maxim.)Matsum.&Koidz.			0
2916	Cirsium tanakae	(Franch.&Sav.)Matsum.	Cirsium oligophyllum		0
2917	Cirsium tuberosum	(L.)All.			0
2918	Cirsium undulatum	(Nutt.)Spreng.			0
2919	Cirsium verutum	(D.Don.)Spreng.			0
2920	Cirsium virginianum	(L.)Michx.			0
2921	Cirsium vulgare	(Savi.)Ten.			0
2922	Cirsium weyrichii	Maxim.	Cirsium kamtschaticum		0
2923	Cirsium yezoense	(Maxim.)Makino.			0
2924	Cissus brevipedunculata	Maxim.	Ampelopsis brevipedunculata		0
2925	Cissus davidiana	Carrière.	Ampelopsis humulifolia		0
2926	Cistus albidus	L.			0
2927	Cistus creticus	L.			0
2928	Cistus incanus creticus	(L.)Heywood.	Cistus creticus		0
2929	Cistus ladanifer	L.			0
2930	Cistus ladaniferus	L.	Cistus ladanifer		0
2931	Cistus polymorphus	Willk.	Cistus creticus		0
2932	Cistus salviifolius	L.			0
2933	Cistus villosus creticus	0	Cistus creticus		0
2934	Citrofortunella floridana	J.W.Ingram.&H.E.Moore.			0
2935	Citrofortunella microcarpa	(Bunge.)Wijnands.			0
2936	Citrofortunella mitis	(Blanco.)J.W.Ingram.&H.E.Moore.	Citrofortunella microcarpa		0
2937	Citrofortunella swinglei	J.W.Ingram.&H.E.Moore.			0
2938	#VALUE! #VALUE!	0			0
2939	Citroncirus webberi	J.W.Ingram.&H.E.Moore.			0
2940	Citrullus lanatus	(Thunb.)Matsum.&Nakai.			0
2941	Citrullus vulgaris	Schräd.	Citrullus lanatus		0
2942	Citrus aurantium	L.			0
2943	Citrus aurantium sinensis	L.	Citrus sinensis		0
2944	Citrus bigarradia	Loisel.	Citrus aurantium		0
2945	Citrus ichangensis	Swingle.			0
2946	Citrus japonica	Thunb.	Fortunella japonica		0
2947	Citrus limon	(L.)Burm.f.			0
2948	Citrus limonum	Risso.	Citrus limon		0
2949	Citrus madurensis	Lour.	Citrofortunella microcarpa		0
2950	Citrus mitis	Blanco.	Citrofortunella microcarpa		0
2951	Citrus reticulata	Blanco.			0
2952	Citrus sinensis	(L.)Osbeck.			0
2953	Citrus trifoliata	L.	Poncirus trifoliata		0
2954	Citrus vulgaris	Risso.	Citrus aurantium		0
2955	Citrus x limonia	Osbeck.	Citrus limon		0
2956	Citrus x meyeri	Tan.			0
2957	Cladium jamaicense	Crantz.	Cladium mariscus		0
2958	Cladium mariscus	(L.)Pohl.			0
2959	Cladrastis amurensis	Rupr.&Maxim.	Maackia amurensis		0
2960	Cladrastis lutea	(F.Michx.)K.Koch.			0
2961	Cladrastis tinctoria	Raf.	Cladrastis lutea		0
2962	Clarkia biloba	(Durand.)A.Nels.&J.F.McBr.			0
2963	Clarkia elegans	Dougl.	Clarkia unguiculata		0
2964	Clarkia pulchella	Pursh.			0
2965	Clarkia purpurea	(Curtis.)Nels.&MacBr.			0
2966	Clarkia unguiculata	Lindl.			0
2967	Claytonia acutifolia	Pal.			0
2968	Claytonia alsinoides	Sims.	Claytonia sibirica		0
2969	Claytonia caroliniana	Michx.			0
2970	Claytonia exigua	Torr. & Gray.	Montia spathulata		0
2971	Claytonia lanceolata	Pursh.			0
2972	Claytonia megarhiza	(Gray.)Parry.			0
2973	Claytonia perfoliata	Donn. ex Willd.			0
2974	Claytonia scammaniana	Hult.			0
2975	Claytonia sibirica	L.			0
2976	Claytonia tuberosa	Pall.			0
2977	Claytonia umbellata	Watson.			0
2978	Claytonia virginica	L.			0
2979	Clematis apiifolia	DC.			0
2980	Tetrataenium lallii	(Norman)A.-M.Cauwet-Marc.J.Carbonnier&M.Farille.	Heracleum lallii		0
2981	Clematis brachyura	Maxim.			0
2982	Clematis chinensis	Retz.			0
2983	Clematis columbiana	(Nutt.)Torr.&A.Gray.			0
2984	Clematis douglasii	Hook.			0
2985	Clematis flammula	L.			0
2986	Clematis hirsutissima	Pursh.	Clematis douglasii		0
2987	Clematis ianthina	Koehne.			0
2988	Clematis ligusticifolia	Torr.&A.Gray.			0
2989	Clematis maximowicziana	Franch.&Sav.	Clematis terniflora		0
2990	Clematis microphylla	DC.			0
2991	Clematis minor	Lour.	Clematis chinensis		0
2992	Clematis orientalis	L.			0
2993	Clematis paniculata	Thunb. non Gmel.	Clematis terniflora		0
2994	Clematis patens	C.Morren.&Decne.			0
2995	Clematis pierotii	Miq.			0
2996	Clematis recta	L.			0
2997	Clematis serratifolia	Rehder.			0
2998	Clematis terniflora	DC.			0
2999	Clematis tibetana	Kuntze.			0
3000	Clematis trichotoma	Nakai.			0
3001	Clematis trifoliata	Thunb.	Akebia trifoliata		0
3002	Clematis vitalba	L.			0
3003	Cleome gynandra	L.			0
3004	Cleome lutea	Hook.			0
3005	Cleome monophylla	L.			0
3006	Cleome ornithopodioides	L.			0
3007	Cleome serrulata	Pursh.			0
3008	Cleome viscosa	L.			0
3009	Clerodendrum bungei	Steud.			0
3010	Clerodendrum cyrtophyllum	Turcz.			0
3011	Clerodendrum foetidum	Bunge.	Clerodendrum bungei		0
3012	Clerodendrum japonicum	(Thunb.)Sweet.			0
3013	Clerodendrum kwangtungense	Hand-Mazz.			0
3014	Clerodendrum trichotomum	Thunb.			0
3015	Clethra alnifolia	L.			0
3016	Clethra barbinervis	Siebold.&Zucc.			0
3017	Clethra canescens	Hort.	Clethra barbinervis		0
3018	Clethra kawadana	Yanagita.	Clethra barbinervis		0
3019	Clethropsis nitida	Spach.	Alnus nitida		0
3020	Cliftonia ligustrina	(Willd.)Spreng.	Cliftonia monophylla		0
3021	Cliftonia monophylla	(Lam.)Sarg.			0
3022	Clinopodium chinense	(Benth.)Kuntze.			0
3023	Clinopodium umbrosum	(M.Bieb.)K.Koch.			0
3024	Clinopodium vulgare	L.			0
3025	Clintonia alpina	(Royle.)Kunth.	Clintonia udensis		0
3026	Clintonia borealis	(Aiton.)Raf.			0
3027	Clintonia ciliata	Raf.	Clintonia umbellulata		0
3028	Clintonia udensis	Trautv.&C.A.Mey.			0
3029	Hemionitis japonica	Thunb.	Coniogramme japonica		0
3030	Clintonia umbellulata	(Michx.)Morong.			0
3031	Clypeola maritima	L.	Lobularia maritima		0
3032	Cneorum tricoccon	L.			0
3033	Cnicus benedictus	L.			0
3034	Cnicus eriophorus	(L.)Roth.	Cirsium eriophorum		0
3035	Cnicus oleraceus	L.	Cirsium oleraceum		0
3036	Cnicus segetum	(Bunge.)Maxim.	Cirsium setosum		0
3037	Cnicus tuberosus	0	Cirsium tuberosum		0
3038	Cnidium japonicum	Miq.			0
3039	Cnidium monnieri	(L.)Cusson.			0
3040	Cnidium officinale	Makino.			0
3041	Coccinia cordifolia	auct.	Coccinia grandis		0
3042	Coccinia grandis	(L.)J.Voigt.			0
3043	Coccinia indica	Wight.&Arn.	Coccinia grandis		0
3044	Cocculus divers	Miq.	Sinomenium acutum		0
3045	Cocculus heterophyllus	Hemsl.&E.H.Wilson.	Sinomenium acutum		0
3046	Cocculus orbiculatus	(L.)DC.			0
3047	Cocculus thunbergii	DC.	Cocculus orbiculatus		0
3048	Cocculus trilobus	(Thunb.)DC.	Cocculus orbiculatus		0
3049	Cochlearia anglica	L.			0
3050	Cochlearia armoracia	L.	Armoracia rusticana		0
3051	Cochlearia coronopus	L.	Coronopus squamatus		0
3052	Cochlearia danica	L.			0
3053	Cochlearia globosa	(Turcz.)Ledeb.	Rorippa globosa		0
3054	Cochlearia macrocarpa	Waldst.&Kit.			0
3055	Cochlearia oblongifolia	DC.			0
3056	Cochlearia officinalis	L.			0
3057	Cochlearia scotica	Druce.			0
3058	Cocos capitata	Mart.	Butia capitata		0
3059	Cocos chilensis	Molina.	Jubaea chilensis		0
3060	Codonopsis javanica	(Blume) Hook. f.			0
3061	Codonopsis lanceolata	(Siebold.&Zucc.)Trautv.			0
3062	Codonopsis nervosa	(Chipp.) Nannf.			0
3063	Codonopsis ovata	Benth.			0
3064	Codonopsis pilosula	(Franch.)Nannf.			0
3065	Codonopsis tangshen	Oliv.			0
3066	Codonopsis tubulosa	Komar.			0
3067	Codonopsis ussuriensis	(Rupr.&Maxim.)Hemsl.			0
3068	Coelopleurum actaeifolium	(Michx.)Coult.&Rose.	Coelopleurum lucidum		0
3069	Coelopleurum gmelini	(DC.)Ledeb.			0
3070	Coelopleurum lucidum	(L.)Fernald.			0
3071	Cogswelia ambigua	0	Lomatium ambiguum		0
3072	Coix lacryma-jobi	L.			0
3073	Colchicum autumnale	L.			0
3074	Colchicum bivonae	Guss.			0
3075	Portulaca portulacastrum	L.	Sesuvium portulacastrum		0
3076	Colchicum bowlesianum	B.L.Burtt.	Colchicum bivonae		0
3077	Colchicum latifolium	Sibth.&Sm.	Colchicum bivonae		0
3078	Colchicum luteum	Baker.			0
3079	Colchicum sibthorpii	Baker.	Colchicum bivonae		0
3080	Colchicum visianii	Parl.	Colchicum bivonae		0
3081	Coleus edulis	Vatke.			0
3082	Colletia armata	Miers.			0
3083	Colletia cruciata	Gill.&Hook.	Colletia paradoxa		0
3084	Colletia ferox	Gill.&Hook.			0
3085	Colletia paradoxa	(Spreng.)Escalente.			0
3086	Colletia spinosa armata	(Miers.)Reiche.	Colletia armata		0
3087	Colletia valdiviana	Phil.	Colletia armata		0
3088	Collinsonia canadensis	L.			0
3089	Coluria geoides	(Pall.)Ledeb.			0
3090	Coluria laxmanii	0	Coluria geoides		0
3091	Coluria potentilloides	0	Coluria geoides		0
3092	Colutea arborescens	L.			0
3093	Colutea istria	Mill.			0
3094	Colutea x media	Willd.			0
3095	Comandra pallida	A.DC.			0
3096	Comandra richardsiana	Fernald.			0
3097	Comandra umbellata	(L.)Nutt.			0
3098	Comandra umbellata pallida	(A.DC.)Piehl.	Comandra pallida		0
3099	Comarum palustre	L.	Potentilla palustris		0
3100	Commelina angustifolia	Michx.	Commelina erecta angustifolia		0
3101	Commelina coelestis	Willd.			0
3102	Commelina communis	L.			0
3103	Commelina dianthifolia	Delile.			0
3104	Commelina elliptica	Kunth.			0
3105	Commelina erecta	L.			0
3106	Commelina erecta angustifolia	(Michx.)Fernald.			0
3107	Commelina hirtella	Vahl.	Commelina erecta		0
3108	Commelina tuberosa	L.			0
3109	Commelina virginica	L.			0
3110	Commersonia fraseri	J.Gay.			0
3111	Comptonia asplenifolia	(L.)Aiton.	Comptonia peregrina asplenifolia		0
3112	Comptonia peregrina	(L.)J.M.Coult.			0
3113	Comptonia peregrina asplenifolia	(L.)Fernald.			0
3114	Conandron ramondioides	Siebold.&Zucc.			0
3115	Conanthera bifolia	Ruiz.&Pav.			0
3116	Conanthera campanulata	Lindl.			0
3117	Conanthera simsii	Sweet.	Conanthera campanulata		0
3118	Conchium aciculare	Sm. ex Vent.	Hakea sericea		0
3119	Concylocarpus apulus	0	Tordylium apulum		0
3120	Condalia hookeri	M.C.Johnston.			0
3121	Condalia obovata	Hook.	Condalia hookeri		0
3122	Coniogramme japonica	(Thunb.)Diels.			0
3123	Conioselinum gmelinii	(Cham.&Schlecht.)Steud.	Conioselinum pacificum		0
3124	Conioselinum pacificum	(Watson.)Coult.&Rose.			0
3125	Conioselinum univittatum	Turcz.			0
3126	Conium arracacia	0	Arracacia xanthorrhiza		0
3127	Conium maculatum	L.			0
3128	Conopodium denudatum	Koch.	Conopodium majus		0
3129	Conopodium majus	(Golian.)Loret.			0
3130	Conradina verticillata	Jennison.			0
3131	Conringia orientalis	(L.)Dumort.			0
3132	Consolida ajacis	(L.)Schur.	Consolida ambigua		0
3133	Consolida ambigua	(L.)P.W.Ball.&Heyw.			0
3134	Consolida regalis	Gray.			0
3135	Convallaria biflora	Walter.	Polygonatum biflorum		0
3136	Convallaria commutata	Schultz.	Polygonatum commutatum		0
3137	Convallaria japonica	L. f.	Convallaria keiskei		0
3138	Convallaria keiskei	Miq.			0
3139	Convallaria majalis	L.			0
3140	Convallaria majalis	non L.	Convallaria keiskei		0
3141	Convallaria majalis keiskei	(Miq.)Maxim.	Convallaria keiskei		0
3142	Convallaria majalis mandschurica	0	Convallaria keiskei		0
3143	Convallaria racemosa	L.	Smilacena racemosa		0
3144	Convallaria stellata	L.	Smilacena stellata		0
3145	Convallaria verticillata	L.	Polygonatum verticillatum		0
3146	Convolvulus arvensis	L.			0
3147	Convolvulus erubescens	Sims.			0
3148	Convolvulus panduratus	L.	Ipomoea pandurata		0
3149	Convolvulus scammonia	L.			0
3150	Convolvulus sepium	L.	Calystegia sepium		0
3151	Convolvulus soldanella	L.	Calystegia soldanella		0
3152	Convolvulus tricolor	L.			0
3153	Conyza canadensis	(L.)Cronquist.			0
3154	Conyza squarrosa	L.	Inula conyza		0
3155	Coprosma acerosa	A.Cunn.			0
3156	Coprosma acerosa brunnea	Kirk.	Coprosma brunnea		0
3157	Coprosma areolata	Cheesem.			0
3158	Coprosma atropurpurea	(Ckn.&Allan.)L.B.Moore.			0
3159	Coprosma australis	(A.Rich.)Robinson.	Coprosma grandifolia		0
3160	Coprosma baueri	Auct. non Endl.	Coprosma repens		0
3161	Coprosma billardieri	Hook.f.			0
3162	Coprosma brunnea	(Kirk.)Cheesem.			0
3163	Coprosma foetidissima	J.R.Forst.&G.Forst.			0
3164	Coprosma grandifolia	Hook.f.			0
3165	Coprosma hirtella	Labill.			0
3166	Coprosma lucida	J.R.Forst.&G.Forst.			0
3167	Coprosma moorei	Rodway.			0
3168	Coprosma nitida	Hook.f.			0
3169	Coprosma perpusilla	Colenso.	Coprosma pumila		0
3170	Coprosma petriei	Cheesem.			0
3171	Coprosma petriei atropurpurea	Cockayne. & Allan.	Coprosma atropurpurea		0
3172	Coprosma propinqua	Cunn.			0
3173	Coprosma pumila	Hook.f.			0
3174	Coprosma quadrifida	(Labill.)Robinson.	Coprosma billardieri		0
3175	Coprosma repens	A.Rich.			0
3176	Coprosma repens	non A.Rich.	Coprosma pumila		0
3177	Coprosma rhamnoides	Cunn.			0
3178	Coprosma robusta	Raoul.			0
3179	Coprosma rotundifolia	Cunn.			0
3180	Coprosma rugosa	Cheesem.			0
3181	Coprosma serrulata	Hook.f. ex Buch.			0
3182	Coprosma virescens	Petrie.			0
3183	Coptis anemonaefolia	Siebold.&Zucc.	Coptis japonica		0
3184	Coptis brachypetala	Siebold.&Zucc.			0
3185	Coptis chinensis	Franch.			0
3186	Coptis deltoidea	C.Y.Cheng.&Hsiao.			0
3187	Coptis groenlandica	(Oeder.)Fernald.	Coptis trifolia		0
3188	Coptis japonica	(Thunb.)Makino.			0
3189	Coptis japonica major	(Miq.)Satake.	Coptis brachypetala		0
3190	Coptis occidentalis	(Nutt.)Torr.&A.Gray.			0
3191	Coptis orientalis	Maxim.	Coptis japonica		0
3192	Coptis teeta	Wall.			0
3193	Coptis teetoides	C.Y.Cheng.	Coptis teeta		0
3194	Coptis trifolia	(L.)Salisb.			0
3195	Corallorhiza maculata	Raf.			0
3196	Corallorhiza odontorhiza	(Willd.)Nutt.			0
3197	Corchorus capsularis	L.			0
3198	Corchorus hirtus	non L.	Zelkova serrata		0
3199	Corchorus olitorius	L.			0
3200	Cordyline australis	(G.Forst.)Hook.f.			0
3201	Cordyline indivisa	(G.Forst.)Steud.			0
3202	Corema album	(L.)D.Don.			0
3203	Corema conradii	(Torr.)Loudon.			0
3204	Coreopsis auriculata	L.			0
3205	Coreopsis calliopsidea	(DC.)Gray.			0
3206	Coreopsis cardaminifolia	(DC.)Nutt.	Coreopsis tinctoria		0
3207	Coreopsis gigantea	(Kellogg.)Hall.			0
3208	Coreopsis tinctoria	Nutt.			0
3209	Coreopsis tinctoria atkinsoniana	(Douglas. ex Lindl.)Parker.			0
3210	Coriandrum sativum	L.			0
3211	Coriaria microphylla	Poir.			0
3212	Coriaria myrtifolia	L.			0
3213	Coriaria napalensis	Wall.			0
3214	Coriaria ruscifolia	L.			0
3215	Coriaria ruscifolia microphylla	(Poir.)L.E.Skog.	Coriaria microphylla		0
3216	Coriaria sarmentosa	G.Forst.			0
3217	Coriaria sinica	Maxim.			0
3218	Coriaria terminalis	Hemsl.			0
3219	Coriaria thymifolia	Humb.&Bonpl. ex Willd.	Coriaria microphylla		0
3220	Coridothymus capitatus	(L.)Rchb.f.	Thymus capitatus		0
3221	Cormus domestica	(L.)Spach.	Sorbus domestica		0
3222	Cornucopiae perennans	Walter.	Agrostis perennans		0
3223	Cornus alba	non L.	Cornus sericea		0
3224	Cornus alternifolia	L.f.			0
3225	Cornus amomum	Mill.			0
3226	Cornus asperifolia drummondii	(C.A.Mey.)Coult.&W.H.Evans.			0
3227	Cornus australis	C.A.Mey.			0
3228	Cornus brachypoda	C.A.Mey.	Cornus macrophylla		0
3229	Cornus brachypoda	Hort. non C.A.Mey.	Cornus controversa		0
3230	Cornus canadensis	L.			0
3231	Cornus capitata	Wall. ex Roxb.			0
3232	Cornus chilensis	Molina.	Aristotelia chilensis		0
3233	Cornus chinensis	Wangerin.			0
3234	Cornus circinata	L'Hér.	Cornus rugosa		0
3235	Cornus coerulea	Lam.	Cornus amomum		0
3236	Cornus controversa	Hemsl.			0
3237	Cornus coreana	Wangerin.			0
3238	Cornus drummondii	C.A.Mey.	Cornus asperifolia drummondii		0
3239	Cornus florida	L.			0
3240	Cornus hongkongensis	Hemsl.			0
3241	Cornus iberica	G.Woron.			0
3242	Cornus kousa	Buerger. ex Hance.			0
3243	Cornus kousa chinensis	Osborn.			0
3244	Cornus macrophylla	Wall.			0
3245	Cornus mas	L.			0
3246	Cornus mascula	L.	Cornus mas		0
3247	Cornus monbeigii	Hemsl.			0
3248	Cornus nuttallii	Audubon.			0
3249	Cornus occidentalis	Coville.			0
3250	Cornus officinalis	Siebold.&Zucc.			0
3251	Cornus paucinervis	Hance.	Cornus quinquenervis		0
3252	Cornus poliophylla	C. Schneid.			0
3253	Cornus pubescens	Nutt. non Willd.	Cornus occidentalis		0
3254	Cornus rugosa	Lam.			0
3255	Cornus sanguinea	L.			0
3256	Cornus sanguinea australis	(C.A.Mey.)Koehne.	Cornus australis		0
3257	Cornus sericea	L.			0
3258	Cornus sessilis	Torr.			0
3259	Cornus stolonifera	Michx.	Cornus sericea		0
3260	Cornus suecica	L.			0
3261	Cornus x unalaschkensis	Ledeb.			0
3262	Corokia x virgata	Turrill.			0
3263	Coronaria flos-cuculi	(L.) A. Braun.	Lychnis flos-cuculi		0
3264	Coronilla emerus	L.			0
3265	Coronilla scorpioides	(L.)W.D.J.Koch.			0
3266	Coronilla varia	L.			0
3267	Coronopus didymus	(L.)Sm.			0
3268	Coronopus procumbens	Gilib.	Coronopus squamatus		0
3269	Coronopus ruellii	All.	Coronopus squamatus		0
3270	Coronopus squamatus	(Forssk.)Asch.			0
3271	Correa alba	Andrews.			0
3272	Corrigiola littoralis	L.			0
3273	Cortaderia argentea	(Nees.)Stapf.	Cortaderia selloana		0
3274	Cortaderia selloana	(Schult.&Schult.f.)Asch.&Graebn.			0
3275	Corydalis 'Ambigua'	sensu Liden.	Corydalis ambigua		0
3276	Corydalis ambigua	Cham.&Schltdl.			0
3277	Corydalis aurea	Willd.			0
3278	Corydalis bulbosa	(L.)DC.	Corydalis solida		0
3279	Corydalis bulbosa	Pers.	Corydalis cava		0
3280	Corydalis cava	(L.)Schweigg.&Körte.			0
3281	Corydalis edulis	Maxim.			0
3282	Corydalis fabacea	0	Corydalis intermedia		0
3283	Corydalis falconeri	Hook.f.&Thoms.			0
3284	Corydalis govaniana	Wall.			0
3285	Corydalis halleri	(Willd.)Willd.	Corydalis solida		0
3286	Corydalis incisa	(Thunb.)Pers.			0
3287	Corydalis intermedia	(L.)Mérat.			0
3288	Corydalis juncea	Wall.			0
3289	Corydalis ochotensis	Turcz.			0
3290	Corydalis pallida	(Thunb.)Pers.			0
3291	Corydalis ramosa	Wall.	Corydalis vaginans		0
3292	Corydalis satsumensis	0	Corydalis pallida		0
3293	Corydalis solida	(L.)Clairv.			0
3294	Corydalis ternata	Makino.			0
3295	Corydalis triflora	0	Corydalis pallida		0
3296	Corydalis vaginans	Royle.			0
3297	Corydalis yanhusuo	(Y.H.Chou&Chun.C.Hsu.)W.T.Wang.			0
3298	Corylus americana	Marshall.			0
3299	Corylus avellana	L.			0
3300	Corylus avellana pontica	(C.Koch.)Winkl.			0
3301	Corylus californica	(A.DC.)Sharp.	Corylus cornuta californica		0
3302	Corylus chinensis	Franch.			0
3303	Corylus colurna	L.			0
3304	Corylus colurna	non L	Corylus avellana pontica		0
3305	Corylus colurna chinensis	(Franch.)Burkill.	Corylus chinensis		0
3306	Corylus colurna jacquemontii	0	Corylus jacquemontii		0
3307	Corylus cornuta	Marshall.			0
3308	Corylus cornuta californica	(A.DC.)E.Murray.			0
3309	Corylus fargesii	Schneid.			0
3310	Corylus ferox	Wall.			0
3311	Corylus ferox tibetica	(Batalin.)Franch.	Corylus tibetica		0
3312	Corylus heterophylla	Fisch. ex Trautv.			0
3313	Corylus intermedia	Lodd. ex Loudon.	Corylus x colurnoides		0
3314	Corylus jacquemontii	Decne.			0
3315	Corylus lacera	Wall.	Corylus jacquemontii		0
3316	Corylus mandschurica	Maxim.&Rupr.	Corylus sieboldiana mandschurica		0
