ID	Latin Name	Cultivar	Notes on cultivar	Synonyms	Pull out	Record checked	Last update
364	Carya illinoinensis	'Devore'	The small nuts average 260 to the kilo, they contain exceptionally well-flavoured kernels that are reminiscent of shagbark hickories (Carya ovata)[183].An early fruiting form, it is a consistent producer[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
365	Carya illinoinensis	'Fisher'	The medium-size nut cracks well and has a good flavour[183].The tree produces well[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
366	Carya illinoinensis	'Fritz'	The medium size nut matures early[183].A strong growing tree that produces wel but comes into bearing very late[183]. The flowers are protogynous and it may be very useful as a late pollen source[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
367	Carya illinoinensis	'Gibson'	A medium-size nut with good cracking qualities, it fills well well in the far northern pecan-growing area and has a very good flavour[183].A precocious, protandrous cultivar, two year old grafted trees often producing a crop of nuts, it is a consistent and heavy producer[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
368	Carya illinoinensis	'Green Island'	Selections from trees growing at the Green Island - Dubuque area of Iowa[183]. Only trees that have had crops in the past and show other merit with regard to nut size, production or early maturity are grafted[183]. These trees are the most northerly adapted native pecans in the world, there are none hardier[183].		0	0	23/10/96 0:00:00
369	Carya illinoinensis	'Lucas'	The small to medium size nut averages 220 - 260 nuts per kilo, the oily kernel has a fine flavour, the nut cracks and fills well in the far northern pecan growing areas[183].A precocious, hardy, heavy yielding protogynous tree[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
370	Carya illinoinensis	'Mullahy'	The largest pecan of Iowa origin yet found, the nut cracks out into perfect halves and is of excellent quality[183].The tree shows some evidence of hybridization with hickories (Carya spp.)[183]. It comes into bearing early and flowers early in the season, along with the native hickories[183]. It is hardy to at least -35°c and early reports indicate that it can ripen in New York, Michigan and Ontario[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
371	Carya illinoinensis	'Rock'	One of the largest nuts selected in the upper Mid West, it is a consistent producer of good quality nuts[183]. The year it was discovered, mature fallen nuts were harvested in the first week of October[183]. In comparison, several other cultivars growing 75 miles south had their nuts frozen and still green on the tree[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
372	Carya illinoinensis	'Voiles 2'	This cultivar has been selected by the Northern Nutgrowers Association of North America[183]. It was found in central Illinois, where it ripens its nuts in late September and early October[183]. It is completely hardy in Michigan, with no winter damage at temperatures of -30°c[183]. It ripens its crop in New York and Ontario most years[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
373	Carya illinoinensis	'Witte'	A fairly large nut, averaging 130 - 150 to a kilo[183]. It matures early and the kernel comprises 44 - 50% of the nut[183].One of the best cultivars from this latitude, at one time considered to be the most northerly pecan area until more recent discoveries[183]. The tree starts bearing very late, the flowers are protandrous[183]. This is one of a group of cultivars that succeed in the very northern limits of pecan production[183], and so is more likely to succeed in Britain[K].		0	0	23/10/96 0:00:00
374	Carya laciniosa	'Fayette'	One of the thinnest-shelled cultivars, it has a large nut that cracks out well and has a good flavour[183, 200].The tree bears good crops annually[183]. It has been recommended for cultivation though the report did not say how well it does in Britain[200]. It is likely to be of hybrid origin[200].		0	0	20/10/96 0:00:00
375	Carya laciniosa	'Henry'	This cultivar has a very large nut[183, 200], it has a very good flavour, the kernel filling the shell[183].A hardy and productive tree[183], it has been recommended for cultivation though the report did not say how well it does in Britain[200]. It grows well in northern USA[183].		0	0	20/10/96 0:00:00
376	Carya laciniosa	'Nieman'	A heavy producer of very large nuts, the shell is fairly thick though the nut cracks well[183].The tree produces well as far north as Iowa in the USA[183].		0	0	20/10/96 0:00:00
377	Carya ovata	'Abundance'	The thin-shelled nut is medium to large, weighing about 7 grammes[183]. The white kernel cracks out readily and averages 36% of the nut[183].The tree bears annually, grafted trees often producing a crop in their second year of growth[183].		0	0	20/10/96 0:00:00
378	Carya ovata	'Bridgewater'	The very large nut weighs up to 8.5 grammes, the kernel averaging 46.6% of the nut[183].Recommended for growing in the far north of the USA, it is susceptible to scab when grown in the south[183]. Recommended as a pollinator for the cultivar 'Weschcke'[183].		0	0	20/10/96 0:00:00
379	Carya ovata	'Cedar Rapids'	The large nut weighs up to 6.9 grammes and matures early[183].The tree bears very well, it does well in northern USA, but is susceptible to scab when grown in the south[183].		0	0	20/10/96 0:00:00
380	Carya ovata	'Davis'	A medium-size nut with an excellent cracking quality and a plump kernel of high quality[183]. It ripens early[183].A vigorous tree[183].		0	0	20/10/96 0:00:00
381	Carya ovata	'J Yoder No. 1'	The thin-shelled nuts are very large, averaging 8.5 grammes each[183]. The flavour and kernel filling are very good[183].A heavy cropping and early cultivar[200], it has been recommended for cultivation though the report did not say how well it does in Britain[200].	'Yoder'	0	0	20/10/96 0:00:00
382	Carya ovata	'Porter'	A large thin-shelled nut, it yields a high percentage of kernel (46.7%) and has excellent cracking qualities[183].This cultivar has been recommended for cultivation though the report did not say how well it does in Britain[200].		0	0	20/10/96 0:00:00
383	Carya ovata	'Weschcke'	This cultivar has a very thin shell with a full, rich kernel that cracks out well into halves[183, 200]. It is a heavy and regular cropper[183, 200], and has been recommended for cultivation though the report did not say how well it does in Britain[200].		0	0	20/10/96 0:00:00
384	Carya ovata	'Wilcox'	The medium-size nut weighs up to 4.9 grammes, the flavour is good, the cracking quality excellent[183]. The kernel averages 41% of the nut, it stores well[183].This cultivar is an excellent, early producer[183, 200], it has been recommended for cultivation though the report did not say how well it does in Britain[200].		0	0	20/10/96 0:00:00
385	Carya x laneyi	'De Acer'	A large nut with a thin shell, the flavour is like that of the shagbark hickory (C. ovata)[183]. A pleasant taste, it is the best quality nut of any cultivars in this species[183]. The trees bear well[183].		0	0	1996-05-10 00:00
386	Carya x laneyi	'Roof'	Produces a large nut[183].This cultivar is a potential material for use as an interstem when grafting on C. cordiformis[183].		0	0	1996-05-10 00:00
387	Castanea species	'Greenmantle'	Produces heavy crops of the largest size nuts[183]. The quality is excellent[183].This cultivar is a cross between C. crenata x C. sativa[183]. We cannot be sure how well this cultivar will do in Britain - of its parents, C. crenata grows better in Britain than most other species, whilst C. sativa is the species that is commonly grown here for its seed[K].		0	0	1996-05-10 00:00
388	Castanea species	'Meader New Hampshire #4'	Blight resistant Korean seedlings that survive in New Hampshire[183]. Trees grow to 9 metres tall and produce œ bushell of clean good quality nuts each[183].This cultivar is a cross between C. crenata x C. mollissima[183]. We cannot be sure how well this cultivar will do in Britain - of its parents, C. crenata grows better in Britain than most other species, whilst C. mollissima does not generally fruit well in this country[K].		0	0	1996-05-10 00:00
